primetime	15
vocational	192
formula	321
abolishing	12
reserve	1036
account	4991
transferring	293
educational	3373
fee	6209
replacement	832
facilities	4013
animal	939
disease	838
diagnostic	202
laboratory	373
purdue	439
issuance	2906
bonds	9375
turbine	5
generators	34
refunding	573
telephonecomputer	1
network	321
center	1971
addition	2653
southern	130
food	1560
science	188
agriculture	391
biotech	1
complex	84
project	3926
advanced	440
technology	1121
engineering	472
ivy	128
tech	129
college	801
south	276
bend	217
campus	208
main	118
schoolherron	2
art	66
calumet	57
classroom	124
office	11109
student	2684
renovation	209
neal-marshall	1
theater	20
graduate	180
business	8702
iii	1093
southeast	10
life	1677
indianapolis	195
herron	1
schoollaw	1
boiler	54
upgrade	22
phase	124
classrooms	19
fort	77
wayne	186
steam	82
condensate	1
distribution	2514
system	4670
ball	118
north	114
quadrangle	5
lafayette	45
ross	6
road	1003
bloomington	34
auditorium	30
wellnessfitness	2
recreational	631
undergraduate	38
kokomo	3
new	3274
allied	20
northwest	77
professional	2258
activities	2099
information	11111
uits	1
west	124
visual	120
performing	694
arts	161
power	2739
plant	635
construct	616
memorial	440
union	914
parking	563
garage	57
number	5348
one	15594
two	5913
recreation	303
gymnasium	11
multidisciplinary	9
associated	603
academic	429
infrastructure	405
librarystudent	1
a&echiller	1
mechanical	162
a&e	6
stalker	1
hall	79
scienceeducation	1
completion	814
music	23
instructional	151
vincennes	205
gift	740
match	153
richmond	7
terre	11
haute	12
library	1331
valparaiso	8
womens	134
field	387
hockey	3
nanotechnologieslife	1
sciences	56
research	925
medical	3810
institute	402
millennium	1
biomedical	7
university-purdue	56
land	4462
acquisition	1690
jasper	49
indianapolislawrence	1
roosevelt	1
madison	89
portage	19
marion	424
communication	635
media	154
hotel	273
adjacent	369
conference	437
logansport	5
expansion	224
educationscience	1
sobgcb	1
physical	1470
fitness	134
central	296
heating	142
utilities	446
improvement	2778
chilled	1
water	3220
improvements	1397
repair	1106
rehabilitation	745
dormitories	11
housing	1048
telecommunications	393
manufacturing	411
applied	1116
gibson	21
county	31404
multicultural	2
medicine	470
cancer	170
bsl	1
athletic	208
subordinate	124
components	182
community	2388
lease	4962
payments	3054
cyber	2
neurosciences	2
scienceschemistry	2
renovations	12
satellite	206
chiller	2
capacity	989
demolition	186
costs	4606
fall	136
creek	152
lamkin	1
leadership	35
sellersburg	4
warsaw	6
muncie\anderson	1
elkhart	56
greencastle	3
gyt	1
lab	9
davis	6
tamarack	1
gary	346
teacher	717
theatre	2
anderson	62
northeast	6
innovation	138
wellness	47
drug	2598
discovery	247
miscellaneous	186
matters	1030
board	31272
persons	7944
receiving	2441
audit	883
accounts	1884
granted	1802
expenditure	464
highway	1981
distressed	191
township	4196
supplemental	872
poor	72
relief	863
developmental	275
inc	99
work	2945
study	867
commission	19053
restoring	22
soldiers	46
sailors	38
monument	96
circle	58
carry	1727
out	4121
reversion	103
residual	30
malpractice	82
insurance	8458
deficiency	247
oil	470
gas	749
environmental	1219
joseph	158
river	564
basin	283
lottery	243
council	3120
contingency	131
underground	497
petroleum	427
storage	1155
tank	415
liability	5333
performance	2249
based	2704
awards	304
chicago	36
third	1032
airport	925
site	1343
selection	509
build	136
increasing	134
defense	838
fire	1965
firefighting	148
revolving	255
loan	4069
police	1985
pension	933
carrying	753
subsequently	283
port	274
repay	213
correctional	214
legal	3019
opportunity	900
street	920
armory	122
war	298
memorials	35
directing	208
auditor	3673
make	6398
canceling	26
gaming	427
surplus	830
electronic	3057
enhanced	156
access	1466
tobacco	521
settlement	1236
master	255
agreement	7241
partnership	1840
additional	3565
cancellation	555
mount	12
hermon	1
youth	256
organization	4241
gems	1
deposits	528
medicaid	1263
jennings	30
twenty-first	53
century	48
assessment	3902
training	2258
implement	1251
remission	13
dependents	322
disabilities	560
homeland	167
security	4173
provide	9178
annually	1168
prevention	682
cessation	123
trust	5720
return	2297
tax	14691
refunds	163
hea	14
supply	562
systems	916
serving	785
ripley	29
decatur	33
counties	1260
reduction	636
labor	964
insafe	22
licensing	1129
commercial	1756
driver	530
schools	938
instructors	66
appropriating	50
forestry	58
fair	953
american	411
recovery	914
reinvestment	56
reversions	7
trauma	31
care	6865
taxation	765
refund	976
adjudications	9
sales	1130
pending	1035
commissioners	1883
transferred	1706
collection	1763
petitions	292
review	4882
taxes	4125
legalizing	6
taken	2340
reductions	61
controlled	1166
reviews	120
administrative	2549
hierarchy	3
first	3940
united	4297
states	6267
second	863
inconsistent	395
constitutions	23
subjects	148
over	2408
congress	150
legislate	1
fourth	96
common	1244
england	2
british	9
parliament	3
aid	837
thereof	1571
reign	1
james	11
sixth	33
forty-third	2
elizabeth	2
eighth	25
thirteenth	4
ninth	18
thirty-seventh	2
henry	33
nature	1054
kingdom	2
specifications	766
formerly	5680
crimes	187
defined	6487
punishment	83
therefor	287
fixed	1383
regulation	1202
intrastate	140
commerce	383
goods	1736
grown	52
manufactured	584
performed	1248
july	3341
declarations	49
declares	85
tenth	53
provides	2084
powers	3694
exercise	1685
delegated	160
guarantees	173
people	246
enumerated	109
reserves	420
clause	956
empowered	178
regulate	317
among	943
reserved	119
constitutional	143
convention	710
founders	4
plan	8102
authorized	5357
also	2773
activity	1071
having	3182
spillover	1
effects	253
across	132
lines	511
rejected	224
idea	1
when	6379
sold	1728
maintained	1068
retained	495
proclamation	65
certificate	6624
receipt	2367
duty	1817
clerks	594
circuit	3391
courts	1208
immediately	2239
transmit	366
governor	2880
day	3463
soon	301
certificates	1119
issue	4548
publish	583
his	2469
announcing	17
latest	132
filing	4138
took	75
place	3964
facts	848
take	2843
used	14992
includes	2948
technical	839
passed	297
next	904
different	786
time	11422
specified	3136
calendar	2541
month	1329
sine	18
die	95
adjournment	67
contains	918
specifies	169
then	1516
same	6867
earliest	165
vetoed	13
veto	45
definitions	1488
occurs	1104
house	769
votes	1171
approve	1271
bill	589
refers	3087
reconsiders	2
originated	86
declaration	898
retroactively	16
contain	1498
promulgation	22
must	21136
occur	414
completed	1356
means	12561
circulation	409
political	5471
subdivisions	1487
classified	361
population	1315
decennial	151
census	274
corrected	223
count	320
certification	2047
subdivision	8183
issued	9340
tabulation	99
reported	583
secretary	3570
usc	2499
correct	559
error	402
enumeration	29
residing	336
municipality	3121
incorporated	620
most	931
recent	480
supersedes	63
previous	898
statistical	173
adjustment	748
compensate	93
predicted	3
undercount	1
overcount	1
conducted	1844
set	7704
forth	6332
congressional	125
election	7200
request	4806
indicates	300
individuals	4126
territory	1588
located	4542
within	10531
according	991
boundary	369
annexation	402
survey	404
basis	2042
included	1469
data	2117
determined	4798
drawing	220
boundaries	967
executive	4611
body	8734
municipal	1969
description	1602
changed	398
subsequent	1029
legislation	166
specifically	795
than	18879
majority	1558
april	466
delivered	1207
promptly	597
evidencing	104
noting	19
notification	975
forward	464
copy	3684
register	980
employee	5766
designated	3204
supervise	287
established	9258
notify	1677
using	1194
counts	31
cigarette	173
excise	782
allocated	739
service	10516
regions	47
establishing	902
priorities	86
residential	967
vehicle	6315
evaluation	658
enterprise	703
zone	766
applications	767
alcohol	688
permits	1051
eligible	4049
calculating	163
share	1323
salaries	438
paid	7111
parameters	30
satisfies	336
amends	59
parameter	12
enacts	16
tabulated	26
parke	15
hendricks	44
plainly	59
repugnant	10
legislature	69
context	161
words	374
phrases	16
plain	105
ordinary	423
usual	253
sense	17
peculiar	8
understood	25
import	83
importing	18
joint	1729
three	3791
giving	650
singular	37
plural	32
things	293
masculine	20
gender	79
extended	527
females	10
requires	986
done	381
agent	3567
deputy	691
well	613
principal	3564
requisition	55
satisfied	579
disinterested	153
indifferent	1
acting	1391
question	1299
matter	1556
affecting	296
parties	2363
consanguinity	7
affinity	4
degree	843
inclusive	19
cousin	6
disqualifies	9
consent	2347
uniform	886
determination	3653
death	2542
individual	12163
who	20493
sustained	169
irreversible	11
circulatory	2
respiratory	106
functions	943
entire	634
brain	37
stem	30
dead	177
accepted	738
standards	2616
effectuate	160
enacting	44
internal	1596
definition	276
applicability	837
referring	88
adult	949
full	1850
age	2721
mean	204
least	7508
eighteen	966
attorney	5190
counselor	406
represent	518
party	6002
action	9439
proceeding	3156
autism	107
neurological	10
condition	2088
edition	67
manual	338
disorders	113
psychiatric	205
association	4124
bond	4042
necessarily	123
imply	35
seal	708
clerk	3412
perform	1846
record	4790
hospital	2951
written	6418
printed	631
possessed	136
provider	3415
diagnosis	175
treatment	2444
prognosis	14
patient	1480
records	4998
abuse	844
bridges	216
roads	301
expressly	398
infant	106
minor	752
less	4712
inhabitant	6
resident	1552
judgment	3077
final	2925
orders	1621
decrees	100
determinations	292
executions	36
lands	554
tenements	4
hereditaments	2
mentally	211
incompetent	152
unsound	25
mind	45
demands	108
contract	8522
demanded	76
expressed	146
codified	174
oath	809
affirmation	251
swear	41
affirm	102
extends	116
bodies	453
politic	187
corporate	1795
chattels	20
evidences	257
debt	1465
preceding	1861
some	358
sheriff	972
sheriffs	275
columbia	162
commonwealths	6
possessions	18
free	607
territories	52
verified	658
pleadings	116
supported	270
writing	2461
will	6240
testament	17
codicil	4
execution	1470
instrument	1774
benefit	3813
valuation	800
printing	178
lithographing	1
mode	56
representing	533
letters	398
signature	945
proper	2036
handwriting	23
mark	374
penal	166
attorneys	1120
fees	4962
paralegals	4
paralegal	3
qualified	4053
experience	861
employed	1273
lawyer	21
governmental	1914
entity	4924
direction	617
involves	254
substantive	144
usually	71
sufficient	2027
knowledge	776
concepts	13
absence	650
institution	4590
reservation	74
revival	7
release	1746
extinguishment	4
whenever	1441
thereby	142
revived	4
extinguish	27
penalty	2018
forfeiture	269
still	124
remaining	835
sustaining	11
prosecution	586
enforcement	4175
right	3325
amend	476
waiver	1210
waives	93
covenant	226
waived	242
incorporating	38
corporations	3025
reorganization	734
validating	7
legalization	82
validation	46
acceptance	762
entities	817
cession	13
retrocession	12
validity	802
occurring	504
expired	612
nullifying	4
nullified	18
ratified	54
ratification	48
rule	3431
voided	23
sets	176
continue	984
codification	42
restatement	113
replaces	32
form	4822
restated	99
uninterrupted	40
conflicts	152
violations	1263
errors	207
incorrect	106
citations	44
march	764
credits	815
extent	2822
possible	648
there	2861
charter	1265
funded	265
read	132
together	809
consistently	37
harmoniously	1
policies	1535
implemented	257
doctrine	16
amelioration	4
inapplicable	51
intend	44
see	688
vicory	2
ned	4
ind	10
name	6232
names	1107
designates	155
officer	6566
instrumentality	382
incorrectly	33
stated	845
placed	1338
named	765
correctly	69
properly	696
registered	3374
mail	1888
certified	4049
sent	677
postal	126
delivery	1851
tracks	126
unit	4663
sending	325
comply	2419
covered	1997
supreme	658
returned	488
undelivered	15
delivering	249
whom	1975
personally	415
leaving	143
dwelling	542
abode	62
class	4382
last	1405
known	1495
address	3053
valid	1449
check	1009
bank	4313
draft	375
cashiers	44
federally	176
insured	1261
instruments	459
cases	948
where	3138
conjunction	182
submission	549
bids	526
standard	1125
supports	75
effort	237
seeks	305
procedures	2927
holidays	114
list	2204
observance	45
martin	32
luther	11
king	13
jrs	2
birthday	49
monday	143
abraham	13
lincolns	1
february	235
george	10
washingtons	2
good	1693
friday	15
movable	12
feast	1
independence	55
september	470
columbus	65
october	325
primary	1275
november	558
thanksgiving	2
thursday	14
christmas	8
december	1834
sunday	70
week	496
comes	88
holiday	79
saturday	37
while	1420
employees	4464
shifting	10
exception	386
sundays	84
shift	29
observed	53
designating	485
eleventh	17
pursuance	13
suitable	550
exercises	163
event	1266
commemorated	1
citizens	358
generally	454
throughout	714
patriotic	22
anniversary	83
admission	572
flag	97
apart	107
fourteenth	14
recommending	51
therein	334
display	545
conducting	666
national	1785
ways	192
harmony	9
character	510
recommend	384
places	575
necessary	7548
immediate	591
welfare	775
closed	380
commemoration	7
proclaim	7
hold	1866
events	328
observe	86
classes	334
conduct	3132
casimir	4
pulaski	31
recognition	242
pulaskis	2
commemorative	16
great	85
contributions	1239
cause	3136
revolution	2
rogers	9
clark	107
twenty-fifth	14
exhorted	1
celebrate	2
memory	19
fitting	18
conquering	1
securing	310
promoting	170
permanent	1026
ordinance	4594
exhorting	1
historic	672
organizations	944
document	1649
freedom	66
democracy	2
emblems	7
design	717
dimensions	30
hereby	416
to-wit	3
feet	685
fly	9
hoist	7
five	4037
size	433
proportionate	154
blue	104
nineteen	58
stars	12
flaming	1
torch	7
gold	27
buff	1
thirteen	93
arranged	85
outer	49
original	1619
half	81
below	328
inside	159
admitted	631
nineteenth	7
star	67
appreciably	3
larger	120
others	378
above	417
flame	4
directly	1384
middle	30
top	53
word	158
midway	1
rays	13
shown	673
radiating	1
side	204
upper	43
various	285
procure	230
courthouse	177
respective	689
supervision	1167
conspicuously	96
room	340
courtroom	50
military	1014
forces	474
banner	3
militia	37
officially	63
capitol	32
displayed	208
practicable	355
feasible	144
storing	84
flags	40
commissioner	6861
administration	3021
receive	3830
store	272
pursuant	1163
member	10847
group	2233
indicated	271
legislators	71
requests	766
him	594
entitled	4833
hundred	5071
days	9003
legislator	52
lieutenant	170
disposed	344
discretion	682
industries	41
price	1367
exceed	2946
actual	1104
cost	3893
said	1337
whole	1019
prominent	37
retiring	31
disposal	1188
longer	644
emblem	44
should	1036
destroyed	338
method	1009
disposing	209
follows	1499
perfect	69
eighths	2
inches	191
diameter	31
inclosed	3
beaded	1
margin	53
quarter	327
inch	53
bottom	32
flanked	1
diamond	3
dots	2
leaf	5
tulip	4
tree	34
liriodendron	3
tulipifera	3
ends	188
inner	14
trees	100
left	241
background	299
hills	9
nearly	72
sun	10
behind	29
hill	6
fourteen	308
starting	36
short	245
ones	12
alternating	4
long	930
sycamore	2
nearer	3
notch	1
cut	91
way	602
distance	259
ground	614
woodsman	2
wearing	23
hat	13
perpendicular	2
blade	6
turned	27
away	156
even	498
buffalo	3
foreground	2
facing	35
front	153
tail	26
back	275
air--as	1
jumps	2
log	50
shoots	5
grass	28
area	4589
poem	3
arthur	1
franklin	58
mapes	1
kendallville	1
indianas	104
reads	21
god	28
crowned	1
her	126
beauty	113
gave	23
lakes	104
winding	57
streams	83
edged	2
them	1209
woodlands	3
our	40
dreams	1
lovely	2
moonlit	1
rivers	72
shadowed	1
sycamores	2
fragrant	1
winds	7
summer	66
play	55
willowed	1
shores	8
roam	1
wooded	1
hillsides	1
heed	4
native	125
call	577
pagan	1
voice	71
seems	7
answer	282
walk	26
squirrels	1
scamper	1
down	134
rustic	1
old	132
rail	296
fence	198
choir	1
birds	53
singing	5
woodland	6
green	78
dense	2
learn	19
paradise	2
theres	2
haven	11
quite	1
peaceful	3
rather	136
garden	38
seeds	82
vine	2
flower	6
own	1357
fields	104
meadows	3
reach	88
rise	104
dreamy	1
wabash	127
wanders	1
song	5
banks	536
far	115
paul	4
dresser	5
sung	1
round	21
homestead	377
wave	2
cornfields	1
loom	1
clear	252
cool	10
oftentimes	1
thots	1
revert	513
scenes	5
childhood	54
lessons	5
natures	1
thing	126
missing	440
picture	67
face	296
mother	221
doorway	2
she	39
stood	1
ago	9
boy	15
greet	1
chorus	1
moonlights	1
tonight	1
breath	101
new-mown	1
hay	9
candle	2
lights	152
gleaming	1
many	73
since	225
strolled	2
arm	50
sweetheart	1
mary	2
was	7269
tried	137
tell	8
loved	2
begged	1
bride	1
thro	1
churchyard	1
shes	1
sleeping	51
angel	1
dear	1
thought	10
didnt	1
give	1907
future	677
here	49
peony	2
paeonie	1
bird	57
cardinal	2
commonly	108
red	173
richmondena	1
cardinalis	2
stone	41
limestone	5
regal	1
type	1192
rock	23
quarried	1
geologic	21
formation	147
salem	5
english	162
sign	737
independent	1181
recognized	601
grammar	10
syntax	1
vocabulary	3
cultural	138
heritage	87
widely	17
hear	432
deaf	74
hard	132
hearing	7195
poet	19
laureate	16
selected	706
establishment	2065
consists	1156
eight	486
seven	991
postsecondary	673
president	1090
faculty	159
serve	2662
fine	253
teach	79
chair	201
establish	3480
meeting	3467
times	1112
meet	2205
select	359
determine	3622
selecting	74
odd-numbered	58
permit	6598
previously	861
served	1527
laureates	3
serves	735
begins	486
formal	260
appearance	272
libraries	140
offer	1337
advice	293
further	1136
poetry	2
assist	1042
scheduling	71
appearances	16
honorarium	10
pay	6199
thousand	4205
dollars	5436
makes	1230
reimburses	4
permitted	1635
rifle	12
grouseland	5
colonel	8
john	41
small	1215
authorization	1063
reproduce	11
duplication	74
reproduction	73
foundation	440
aircraft	601
republic	2
aviation	213
thunderbolt	1
warbird	1
indiana-kentucky	1
compact	1912
effected	94
commonwealth	78
kentucky	37
commencing	93
point	498
range	213
chains	8
corner	56
beginning	1324
decided	74
thence	22
degrees	202
minutes	314
seconds	33
low	353
ohio	150
upstream	11
much	108
decree	598
due	3797
downstream	23
evidence	3681
agreed	818
filed	6503
recorder	838
vanderburgh	54
indiana-michigan	8
michigan	127
lagrange	22
laporte	70
steuben	31
created	1629
appointed	4720
qualifications	1044
meetings	1300
officers	3440
quorum	716
appoint	1858
surveyor	703
elect	759
considers	1228
frequently	72
six	1386
compliance	2505
prepared	973
owned	2097
possession	1727
function	444
compensation	3677
reimbursement	1303
actually	595
connection	2246
administer	1352
remonumentation	1
border	29
recover	675
reestablish	11
relatively	13
monuments	32
mileposts	2
posts	45
near	215
large	176
witness	638
corners	16
compile	109
documents	1467
verifying	62
location	2281
furnish	929
natural	1078
resources	1324
controversies	10
regarding	1387
file	4289
recorders	199
recordation	37
east	155
plane	11
coordinates	28
milepost	1
consultation	337
surveying	134
negotiated	194
qualification-based	2
awarding	158
award	1212
sixty	1373
format	683
summarize	18
firms	88
contractual	310
chosen	188
negotiate	214
negotiations	140
satisfactorily	115
highest	404
ranked	9
firm	814
cease	373
begin	337
until	4265
apportionment	130
geographic	322
units	1470
descriptions	105
meanings	52
reporting	1024
supplemented	42
documented	103
describe	311
geographical	70
depicted	19
maps	222
gis	109
representatives	913
senate	521
inclusions	6
contiguous	352
entirely	130
surrounded	7
surrounds	12
slivers	4
sliver	6
polygon	2
resulting	950
overlay	2
existing	1634
onto	51
version	1676
geography	9
belongs	92
divided	303
elected	2080
representative	2533
redistricting	72
senators	15
fifty	1996
senator	37
four	2183
residence	1609
maintenance	3420
separately	335
maintain	2347
available	3778
inspection	2003
hours	1330
internet	631
modifications	203
conform	323
curing	11
preferred	227
portion	802
portions	94
therefore	49
expresses	12
preference	254
finds	1646
cure	101
mandates	10
remedial	210
prejudice	134
seek	383
appeal	2481
replace	185
mandated	40
challenging	37
positions	216
hire	328
counsel	604
speaker	149
position	897
pro	441
tempore	213
lake	735
precincts	419
hammond	200
whiting	12
precinct	2101
griffith	37
hobart	40
city	6469
station	350
als	1
porter	112
townships	632
washington	135
jackson	113
liberty	45
clay	131
twp	138
harris	14
mishawaka	100
penn	33
greene	30
lincoln	45
centre	12
olive	7
warren	33
galena	2
hudson	3
german	19
springfield	10
clinton	39
coolspring	12
durham	5
pine	7
westchester	20
cedar	9
eagle	35
hanover	6
boone	41
morgan	41
pleasant	67
town	2808
highland	56
munster	49
benton	19
fountain	24
cain	1
logan	4
millcreek	1
richland	17
shawnee	1
van	23
buren	17
carpenter	2
jordan	3
milroy	2
montgomery	27
coal	1089
newton	27
grant	2560
iroquois	1
jefferson	67
tippecanoe	141
randolph	32
shelby	38
adams	50
kent	1
medina	1
pike	21
prairie	14
white	248
princeton	2
grove	13
wea	17
merrillville	67
mer	4
dyer	29
schererville	61
sch	2
fulton	22
barkley	2
gillam	2
hanging	4
kankakee	18
keener	2
walker	7
wheatfield	2
beaver	2
colfax	1
mcclellan	1
starke	31
california	3
marshall	33
aubbeenaubbee	1
newcastle	1
rochester	4
kosciusko	35
monroe	67
seward	3
miami	30
ward	223
winfield	3
crown	39
cass	42
dewey	3
hanna	3
johnson	82
noble	28
scipio	5
wills	59
oregon	5
railroad	1298
harrison	64
baugo	7
concord	73
locke	2
etna	3
scott	42
turkey	23
bethlehem	4
eel	6
allen	148
butler	6
deer	59
erie	11
perry	96
peru	2
pipe	55
worth	145
hamilton	63
centennial	6
southwest	18
coxhall	2
crooked	2
eagletown	1
joliet	1
oak	3
ridge	19
saddle	8
westfield	12
spring	40
mill	50
village	25
farms	25
carroll	21
sheffield	2
big	10
honey	19
monon	1
fairfield	68
brown	31
noblesville	4
aroma	1
strawtown	1
sims	2
howard	47
taylor	13
blackford	32
licking	2
delaware	80
wells	136
chester	1
tipton	19
fairmount	2
horton	1
omega	1
duck	8
jay	24
niles	2
burlington	2
carrollton	2
democrat	2
forest	144
kirklin	2
owen	41
sugar	26
ervin	2
arbors	2
avian	4
bayhill	2
brentwood	2
briar	2
brookfield	2
crossing	335
brookshire	6
carmel	7
cherry	3
copperwood	2
daniel	2
eden	5
brook	4
greensprings	2
guilford	25
hazel	2
dell	2
holaday	4
hunters	26
trace	13
acres	127
keystone	2
kingsborough	2
kingswood	4
lady	2
lakewood	2
lexington	3
meridian	86
mohawk	2
northridge	2
orchard	5
park	738
view	195
rangeline	2
ponds	13
stonehedge	2
retreat	10
thistlewood	2
waterford	2
chapel	8
woodfield	2
woodgate	2
walnut	4
lauramie	2
vermillion	17
brazil	3
dick	2
posey	30
troy	2
florida	5
raccoon	2
vigo	35
fayette	23
nevins	1
mound	2
lost	282
creek-d	3
otter	9
creek-a	3
creek-b	3
creek-f	2
creek-g	2
creek-c	3
creek-e	2
putnam	25
ashland	2
gregg	2
ray	9
sullivan	30
daviess	36
steele	1
wright	14
knox	46
busseron	2
palmyra	2
widner	2
linton	1
prairieton	1
lewis	30
bean	2
blossom	2
pierson	1
riley	27
creek-h	1
creek-i	1
needham	2
hensley	4
nineveh	5
cleveland	5
osolo	2
middlebury	3
york	35
huntington	32
rockcreek	1
bloomfield	2
clearspring	1
greenfield	14
lima	1
milford	1
newbury	1
fremont	1
jamestown	1
millgrove	1
dekalb	26
otsego	1
huntertown	3
hancock	60
brandywine	2
stony	2
rush	28
dalton	1
rushville	9
fugit	2
salt	34
laughery	2
orange	94
abington	1
boston	1
webster	2
bartholomew	39
clifty	3
flat	34
haw	3
camp	137
atterbury	3
sandcreek	4
baker	3
elmore	1
beech	4
fairplay	1
smith	4
stafford	4
stockton	1
mitcheltree	1
indian	91
crane	6
barr	1
bogard	1
reeve	1
veale	1
dubois	33
bainbridge	2
harbison	2
halbert	4
rutherford	2
memphis	2
petersburg	4
decker	2
steen	2
bethel	3
robb	1
armstrong	2
pershing	2
lawrence	56
guthrie	1
run	175
shawswick	1
spice	1
valley	15
polk	4
charlestown	6
saluda	1
switzerland	18
dearborn	37
caesar	2
saltcreek	2
milton	1
bigger	1
campbell	3
sand	37
lawrenceburg	12
